liquidity_pool_address,token_pair,fee_tier_bps,protocol_fee_assigned,meets_vol_cut,meets_lp_fees_cut,meets_marketshare_cut,L60d_volume_usd,volume_rank,L60d_lp_fees_usd,lp_fees_rank,uniswap_marketshare,unique_key,annualized_revenue_contribution
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,USDT-WETH,1.0,0.25,yes,yes,yes,3510185546.5427785,1,351018.5546542781,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,533840.7185367146
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,USDT-WETH,1.0,0.25,yes,yes,yes,3498208938.1747546,1,349820.8938174756,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,532019.2760140775
0x11b815efb8f581194ae79006d24e0d814b7697f6,USDT-WETH,5.0,0.25,yes,yes,yes,1924048166.8033097,1,962024.0834016548,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,1463078.2935066833
0x11b815efb8f581194ae79006d24e0d814b7697f6,USDT-WETH,5.0,0.25,yes,yes,yes,1913365848.7627034,1,956682.9243813513,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,1454955.280829972
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,USDT-WETH,30.0,0.166666,yes,yes,yes,947883166.1308769,1,2843649.4983926318,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,2883133.0977362306
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,USDT-WETH,30.0,0.166666,yes,yes,yes,868845261.0463727,1,2606535.783139118,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,2642727.0980653744
0xc5af84701f98fa483ece78af83f11b6c38aca71d,USDT-WETH,100.0,0.166666,yes,yes,yes,1090033.5451911555,1,10900.335451911555,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,11051.684792938771
0xc5af84701f98fa483ece78af83f11b6c38aca71d,USDT-WETH,100.0,0.166666,yes,yes,yes,715152.155444497,1,7151.521554444971,1,0.9105939501099142,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,7250.819239308181
0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,1.0,0.25,yes,yes,yes,2999438037.630743,2,299943.8037630745,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,456164.5348896758
0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,1.0,0.25,yes,yes,yes,2993146333.364022,2,299314.633336402,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,455207.6715324447
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,5.0,0.25,yes,yes,yes,2669506554.0568256,2,1334753.2770284123,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2029937.2754807104
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,5.0,0.25,yes,yes,yes,2649204963.8143377,2,1324602.4819071696,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2014499.607900487
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,30.0,0.166666,yes,yes,yes,301681031.1378351,2,905043.0934135054,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,917609.4659250362
0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,30.0,0.166666,yes,yes,yes,265422056.26414979,2,796266.1687924488,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,807322.1918351039
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,100.0,0.166666,yes,yes,yes,787740.0615136692,2,7877.4006151366975,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7986.777009777768
0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,100.0,0.166666,yes,yes,yes,499248.20883073006,2,4992.482088307298,2,0.9659308811608124,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5061.801870023098
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,USDC-WBTC,30.0,0.166666,yes,yes,yes,525806881.2943037,3,1577420.6438829105,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1599322.8666197842
0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,USDC-WBTC,5.0,0.25,yes,yes,yes,476368189.81589144,3,238184.09490794592,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,362238.31100583443
0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,USDC-WBTC,5.0,0.25,yes,yes,yes,474538654.3873144,3,237269.32719365717,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,360847.10177368694
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,USDC-WBTC,30.0,0.166666,yes,yes,yes,457505760.7686753,3,1372517.2823060253,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1391574.456017964
0xcbfb0745b8489973bf7b334d54fdbd573df7ef3c,USDC-WBTC,100.0,0.166666,yes,yes,yes,89560.6700880303,3,895.6067008803029,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,908.0420506542426
0xcbfb0745b8489973bf7b334d54fdbd573df7ef3c,USDC-WBTC,100.0,0.166666,yes,yes,yes,63398.6945396135,3,633.986945396135,3,0.9853461327069695,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,642.7897484684694
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,UNI-WETH,30.0,0.166666,yes,yes,yes,284376957.81326354,12,853130.8734397906,4,0.9958640171574178,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,864976.4534290233
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,UNI-WETH,30.0,0.166666,yes,yes,yes,274464532.3372551,12,823393.5970117657,4,0.9958640171574178,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,834826.2798740079
0x360b9726186c0f62cc719450685ce70280774dc8,UNI-WETH,100.0,0.166666,yes,yes,yes,102784.51706941666,12,1027.845170694167,4,0.9958640171574178,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1042.116629581727
0x360b9726186c0f62cc719450685ce70280774dc8,UNI-WETH,100.0,0.166666,yes,yes,yes,99977.792892972,12,999.7779289297199,4,0.9958640171574178,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1013.6596788432544
0xf8e349d1d827a6edf17ee673664cfad4ca78c533,SEI-USDC,30.0,0.166666,yes,yes,yes,241657827.62246767,13,724973.4828674033,5,0.9999999908658967,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xbdf43ecadc5cef51b7d1772f722e40596bc1788b,735039.6188481034
0xf8e349d1d827a6edf17ee673664cfad4ca78c533,SEI-USDC,30.0,0.166666,yes,yes,yes,228447556.270723,13,685342.66881217,5,0.9999999908658967,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xbdf43ecadc5cef51b7d1772f722e40596bc1788b,694858.5375448489
0x3a0f221ea8b150f3d3d27de8928851ab5264bb65,LINK-WETH,100.0,0.166666,yes,yes,yes,35769.13736348701,15,357.69137363487016,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,362.6578587425614
0x3a0f221ea8b150f3d3d27de8928851ab5264bb65,LINK-WETH,100.0,0.166666,yes,yes,yes,33194.658126816525,15,331.9465812681652,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,336.55560422464345
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,LINK-WETH,30.0,0.166666,yes,yes,yes,215844298.2496862,15,647532.8947490585,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,656523.7810705001
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,LINK-WETH,30.0,0.166666,yes,yes,yes,215709396.46412596,15,647128.1893923776,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,656113.4564473926
0x5d4f3c6fa16908609bac31ff148bd002aa6b8c83,LINK-WETH,5.0,0.25,yes,yes,yes,3150242.499546453,15,1575.1212497732274,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2395.496900696783
0x5d4f3c6fa16908609bac31ff148bd002aa6b8c83,LINK-WETH,5.0,0.25,yes,yes,yes,3142682.398718183,15,1571.3411993590928,6,0.9913483642616824,0x514910771af9ca656af840dff83e8264ecf986ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2389.7480740252868
0x56534741cd8b152df6d48adf7ac51f75169a83b2,USDT-WBTC,5.0,0.25,yes,yes,yes,340145062.3190815,9,170072.53115954084,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,258651.97447180172
0x56534741cd8b152df6d48adf7ac51f75169a83b2,USDT-WBTC,5.0,0.25,yes,yes,yes,330746139.72658753,9,165373.0698632938,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,251504.8770837593
0x9db9e0e53058c89e5b94e29621a205198648425b,USDT-WBTC,30.0,0.166666,yes,yes,yes,123573275.06240162,9,370719.82518720464,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,375867.20817329147
0x9db9e0e53058c89e5b94e29621a205198648425b,USDT-WBTC,30.0,0.166666,yes,yes,yes,112455646.93826246,9,337366.9408147872,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,342051.224560177
0xf98cf0d979cfbb780774f318e3da4f7317af50d7,USDT-WBTC,1.0,0.25,yes,yes,yes,170058.40066748328,9,17.005840066748327,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,25.863048434846412
0xf98cf0d979cfbb780774f318e3da4f7317af50d7,USDT-WBTC,1.0,0.25,yes,yes,yes,166207.11716960036,9,16.62071171696003,8,0.9641719801439096,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xdac17f958d2ee523a2206206994597c13d831ec7,25.277332402876713
0x1353fe67fff8f376762b7034dc9066f0be15a723,AAVE-WETH,100.0,0.166666,yes,yes,yes,17397.750721014054,17,173.9775072101404,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,176.39315590150198
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,AAVE-WETH,30.0,0.166666,yes,yes,yes,182822115.0860188,17,548466.3452580564,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,556081.709050907
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,AAVE-WETH,30.0,0.166666,yes,yes,yes,155398043.4733584,17,466194.1304200752,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,472667.1582219362
0x4674abc5796e1334b5075326b39b748bee9eaa34,AAVE-WETH,5.0,0.25,yes,yes,yes,10147089.857431225,17,5073.544928715609,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7716.016245754989
0x4674abc5796e1334b5075326b39b748bee9eaa34,AAVE-WETH,5.0,0.25,yes,yes,yes,10125020.13026068,17,5062.510065130347,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7699.234057385736
0x1353fe67fff8f376762b7034dc9066f0be15a723,AAVE-WETH,100.0,0.166666,yes,yes,yes,8672.259864876207,17,86.72259864876203,9,0.9832334691655569,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,87.92672747723365
0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,ENA-WETH,30.0,0.166666,yes,yes,yes,120521419.0579291,20,361564.25717378705,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,366584.5166239356
0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,ENA-WETH,30.0,0.166666,yes,yes,yes,118258258.41824201,20,354774.7752547258,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,359700.76388000854
0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88,ENA-WETH,5.0,0.25,yes,yes,yes,452444.0581080727,20,226.22202905403637,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,344.04600251968026
0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88,ENA-WETH,5.0,0.25,yes,yes,yes,449403.2699513469,20,224.7016349756735,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,341.73373652550345
0x08b8cebfca0f49a9303bab1cc4e2c25d280f2c00,ENA-WETH,100.0,0.166666,yes,yes,yes,7603.958500521395,20,76.03958500521397,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,77.0953819697472
0x08b8cebfca0f49a9303bab1cc4e2c25d280f2c00,ENA-WETH,100.0,0.166666,yes,yes,yes,6804.50112854715,20,68.04501128547152,10,0.9959936881252591,0x57e114b691db790c35207b2e685d4a43181e6061-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,68.98980492633508
0xd19393e02c3cc60c21a89b5e85656ff1122ebd51,Block-WETH,100.0,0.166666,yes,yes,yes,34836808.6434662,44,348368.0864346619,11,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e,353205.11925345944
0xd19393e02c3cc60c21a89b5e85656ff1122ebd51,Block-WETH,100.0,0.166666,yes,yes,yes,33622415.695362166,44,336224.1569536216,11,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e,340892.5733355631
0xecf559553bb5bebc066fb44b7ebc73ce70cd2e48,Block-WETH,30.0,0.166666,yes,yes,yes,88140.44763734072,44,264.4213429120221,11,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e,268.09278918813175
0xecf559553bb5bebc066fb44b7ebc73ce70cd2e48,Block-WETH,30.0,0.166666,yes,yes,yes,85286.49808240321,44,255.85949424720957,11,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xcab84bc21f9092167fcfe0ea60f5ce053ab39a1e,259.41206068158306
0x27941a235804f33d81adabb2d56589c5f6ea6556,SYRUP-WETH,100.0,0.166666,yes,yes,yes,32060677.68151598,42,320606.7768151596,12,1.0,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,325058.3484767753
0x27941a235804f33d81adabb2d56589c5f6ea6556,SYRUP-WETH,100.0,0.166666,yes,yes,yes,29122290.819761105,42,291222.908197611,12,1.0,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,295266.48974078347
0x3150b450f8325ac4afbfa52f33ecf00232f1294e,SYRUP-WETH,30.0,0.166666,yes,yes,yes,10089762.436713517,42,30269.28731014055,12,1.0,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,30689.571319560633
0x3150b450f8325ac4afbfa52f33ecf00232f1294e,SYRUP-WETH,30.0,0.166666,yes,yes,yes,10052108.592259426,42,30156.325776778307,12,1.0,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,30575.04133413458
0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,WETH-wTAO,30.0,0.166666,yes,yes,yes,42910575.843278006,35,128731.72752983404,13,0.9991634927316919,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,130519.14611129787
0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,WETH-wTAO,30.0,0.166666,yes,yes,yes,40628384.89203665,35,121885.15467610995,13,0.9991634927316919,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,123577.5097345953
0x433a00819c771b33fa7223a5b3499b24fbcd1bbc,WETH-wTAO,100.0,0.166666,yes,yes,yes,22534846.02391341,35,225348.46023913397,13,0.9991634927316919,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,228477.3860514777
0x433a00819c771b33fa7223a5b3499b24fbcd1bbc,WETH-wTAO,100.0,0.166666,yes,yes,yes,16887510.97582989,35,168875.10975829884,13,0.9991634927316919,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,171219.91251144122
0xf4ad61db72f114be877e87d62dc5e7bd52df4d9b,LDO-WETH,100.0,0.166666,yes,yes,yes,20140.741523741475,23,201.40741523741477,14,0.9909674017263236,0x5a98fcbea516cf06857215779fd812ca3bef1b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,204.20392363008372
0xf4ad61db72f114be877e87d62dc5e7bd52df4d9b,LDO-WETH,100.0,0.166666,yes,yes,yes,19566.587071044796,23,195.66587071044805,14,0.9909674017263236,0x5a98fcbea516cf06857215779fd812ca3bef1b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,198.3826587142842
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,LDO-WETH,30.0,0.166666,yes,yes,yes,105246948.30527264,23,315740.84491581767,14,0.9909674017263236,0x5a98fcbea516cf06857215779fd812ca3bef1b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,320124.85392399965
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,LDO-WETH,30.0,0.166666,yes,yes,yes,103688058.50728415,23,311064.1755218523,14,0.9909674017263236,0x5a98fcbea516cf06857215779fd812ca3bef1b32-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,315383.24975494394
0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,ONDO-WETH,30.0,0.166666,yes,yes,yes,97238700.46237315,24,291716.10138711974,15,0.9995971271140001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,295766.5308355297
0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,ONDO-WETH,30.0,0.166666,yes,yes,yes,90566081.20987949,24,271698.2436296387,15,0.9995971271140001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,275470.72845939564
0xd0f292fa6fe694892bcf52b55ca0f3e277be17c0,ONDO-WETH,100.0,0.166666,yes,yes,yes,4498.86962491375,24,44.9886962491375,15,0.9995971271140001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,45.61335679844073
0xd0f292fa6fe694892bcf52b55ca0f3e277be17c0,ONDO-WETH,100.0,0.166666,yes,yes,yes,3309.1753184195636,24,33.09175318419564,15,0.9995971271140001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,33.551226661866004
0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,CULT-WETH,100.0,0.166666,yes,yes,yes,19430582.643315773,61,194305.82643315798,16,0.9999837202762842,0x0000000000c5dc95539589fbd24be07c6c14eca4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,197003.730448878
0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2,CULT-WETH,100.0,0.166666,yes,yes,yes,18184594.00958239,61,181845.9400958238,16,0.9999837202762842,0x0000000000c5dc95539589fbd24be07c6c14eca4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,184370.84066639765
0x044d1610e600d041229407fb6e514d259276e3b3,CULT-WETH,30.0,0.166666,yes,yes,yes,60987.96795738459,61,182.9639038721538,16,0.9999837202762842,0x0000000000c5dc95539589fbd24be07c6c14eca4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,185.5043271834347
0x044d1610e600d041229407fb6e514d259276e3b3,CULT-WETH,30.0,0.166666,yes,yes,yes,60805.00405351244,61,182.41501216053734,16,0.9999837202762842,0x0000000000c5dc95539589fbd24be07c6c14eca4-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,184.9478142018844
0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,SPX-WETH,30.0,0.166666,yes,yes,yes,62788256.96514082,34,188364.77089542226,17,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,190980.18434517673
0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,SPX-WETH,30.0,0.166666,yes,yes,yes,61478961.6425416,34,184436.8849276248,17,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,186997.76033536406
0x00ed26e794b949e18b142f9108429b74ce08ac99,SPX-WETH,100.0,0.166666,yes,yes,yes,58045.60522969131,34,580.456052296913,17,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,588.5155878403802
0x00ed26e794b949e18b142f9108429b74ce08ac99,SPX-WETH,100.0,0.166666,yes,yes,yes,55370.09460234462,34,553.7009460234461,17,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,561.3889913754907
0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,SOL-WETH,30.0,0.166666,yes,yes,yes,66567554.97523318,37,199702.66492569947,18,0.9973923060360766,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd31a59c85ae9d8edefec411d448f90841571b89c,202475.5031444153
0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,SOL-WETH,30.0,0.166666,yes,yes,yes,51243336.564115696,37,153730.00969234714,18,0.9973923060360766,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd31a59c85ae9d8edefec411d448f90841571b89c,155864.52525525712
0x0c30062368eefb96bf3ade1218e685306b8e89fa,BITCOIN-WETH,100.0,0.166666,yes,yes,yes,17962160.84408535,64,179621.6084408535,19,1.0,0x72e4f9f808c49a2a61de9c5896298920dc4eeea9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,182115.62453712002
0x0c30062368eefb96bf3ade1218e685306b8e89fa,BITCOIN-WETH,100.0,0.166666,yes,yes,yes,17295658.684367266,64,172956.58684367265,19,1.0,0x72e4f9f808c49a2a61de9c5896298920dc4eeea9-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,175358.06022589924
0xb003df4b243f938132e8cadbeb237abc5a889fb4,EUL-WETH,100.0,0.166666,yes,yes,yes,17285408.334249496,69,172854.0833424949,20,0.9995067741773299,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd9fcd98c322942075a5c3860693e9f4f03aae07b,175254.13348069155
0xb003df4b243f938132e8cadbeb237abc5a889fb4,EUL-WETH,100.0,0.166666,yes,yes,yes,15701567.364449874,69,157015.67364449866,20,0.9995067741773299,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd9fcd98c322942075a5c3860693e9f4f03aae07b,159195.8101037736
0xec215dfc360c2cfe3447467e8966336498dfac35,ERC-69-WETH,100.0,0.166666,yes,yes,yes,16166753.638456838,71,161667.5363845685,21,1.0,0x81ba3931816759d3fbb4a98a448a0dfdcd2a89bc-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,163912.26318267884
0xec215dfc360c2cfe3447467e8966336498dfac35,ERC-69-WETH,100.0,0.166666,yes,yes,yes,15706379.328133509,71,157063.79328133518,21,1.0,0x81ba3931816759d3fbb4a98a448a0dfdcd2a89bc-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,159244.59787374767
0xf12533a96712133d9bb97c24de5bcf52f48851bd,REKT-WETH,30.0,0.166666,yes,yes,yes,51728418.07245825,38,155185.2542173748,22,1.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdd3b11ef34cd511a2da159034a05fcb94d806686,157339.97560797402
